SOLD DATE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,AGE,DAYS ON MARKET,LATITUDE,LONGITUDE
12/1/2020,2711 Duke St,Kalamazoo,MI,49008,166700,2,1,1020,6534,1948,73,98,42.2640806,-85.5943032
12/29/2020,2116 Shelter Pointe Dr,Kalamazoo,MI,49008,5.00E+05,4,2.5,3060,28424,2019,2,70,42.269955,-85.6339419
2/11/2021,2731 Bronson Blvd,Kalamazoo,MI,49008,237000,4,1.5,1764,9801,1931,90,26,42.263569,-85.5959787
10/13/2020,121 W Maple St,Kalamazoo,MI,49001,117000,3,1.5,1196,5808,1905,116,147,42.2721193,-85.5838608
12/4/2020,1367 Floral Dr,Kalamazoo,MI,49008,305000,4,2.5,2945,18348,1950,71,95,42.2498968,-85.6025973
12/16/2020,2777 Bronson Blvd,Kalamazoo,MI,49008,325000,4,3,2759,11326,2001,20,83,42.2636822,-85.5979017
1/22/2021,403 Fairfax Ave,Kalamazoo,MI,49001,105000,2,1,1024,3049,1929,92,46,42.2603777,-85.5873973
3/5/2021,2726 Bronson Cir,Kalamazoo,MI,49008,267500,3,3.5,2768,11326,1957,64,4,42.2642048,-85.6015484
1/12/2021,420 Whitcomb St,Kalamazoo,MI,49001,120000,3,1,930,6098,1930,91,56,42.2615195,-85.5879232
12/23/2020,2327 Tipperary Rd,Kalamazoo,MI,49008,233500,3,1.5,1630,4792,1931,90,76,42.2678073,-85.6118843
11/20/2020,2229 Logan Ave,Kalamazoo,MI,49008,155000,3,1.5,2274,7492,1924,97,109,42.2585109,-85.6169657
12/16/2020,2415 Springmont Ave,Kalamazoo,MI,49008,119000,2,1,898,8750,1925,96,83,42.2551697,-85.6196931
2/26/2021,4026 Standish St,Kalamazoo,MI,49008,180000,3,2,1352,9235,1958,63,11,42.2510185,-85.5977567
11/20/2020,304 Parker Ave,Kalamazoo,MI,49001,132500,3,2,1228,10125,1930,91,109,42.2539449,-85.5860712
1/5/2021,2891 Bronson Blvd,Kalamazoo,MI,49008,280000,3,2,2005,49571,1942,79,63,42.2626035,-85.6012273
12/8/2020,3639 Lowden St,Kalamazoo,MI,49008,66000,2,1,1110,6446,1936,85,91,42.2560532,-85.6255407
2/3/2021,33 Blanche Ave,Kalamazoo,MI,49001,99000,2,1,693,5053,1925,96,34,42.2489457,-85.5810476
11/20/2020,438 Parkwood Dr,Kalamazoo,MI,49001,372000,4,3.5,3832,6300,1921,100,109,42.2687516,-85.5887435
12/15/2020,417 Hutchinson St,Kalamazoo,MI,49001,116000,2,1,1004,14113,1924,97,84,42.2565791,-85.5885273
12/10/2020,2212 S Burdick St,Kalamazoo,MI,49001,63000,3,1,1613,6098,1860,161,89,42.268692,-85.5816906
12/30/2020,1825 Van Zee,Kalamazoo,MI,49001,85000,3,1,1270,14810,1903,118,69,42.27334,-85.5796117
12/3/2020,1803 Royce Ave,Kalamazoo,MI,49001,192000,3,2,1604,10800,1947,74,96,42.255562,-85.558036
12/1/2020,1010 Southern Ave,Kalamazoo,MI,49001,122000,2,2,1723,8100,1955,66,98,42.263955,-85.5676527
11/20/2020,471 Egleston Ave,Kalamazoo,MI,49001,95000,4,1,1400,5009,1910,111,109,42.2767,-85.5755613
9/30/2020,1719 Homecrest Ave,Kalamazoo,MI,49001,146900,4,1,1096,7425,1952,69,160,42.2651449,-85.5589875
9/24/2020,2343 Tipperary Rd,Kalamazoo,MI,49008,261000,3,1.5,2151,6534,1951,70,166,42.2671002,-85.6122508
1/29/2021,3719 Kent Ave,Kalamazoo,MI,49008,121500,2,2,981,7826,1960,61,39,42.2550904,-85.615651
11/24/2020,2420 Carlyle Dr,Kalamazoo,MI,49008,242000,3,2,2209,13155,1953,68,105,42.2664913,-85.6180702
10/26/2020,3219 Tamsin Ave,Kalamazoo,MI,49008,150000,2,1,1700,10154,1963,58,134,42.2609537,-85.6295833
2/26/2021,4032 Kent Ave,Kalamazoo,MI,49008,112600,2,1,684,7841,1941,80,11,42.2510693,-85.6163282
3/2/2021,2126 Sheffield Dr,Kalamazoo,MI,49008,291000,3,1.5,1473,19166,1937,84,7,42.2711724,-85.6128976
1/4/2021,2662 Taliesin Dr,Kalamazoo,MI,49008,330000,4,1.5,1671,48787,1951,70,64,42.2650796,-85.6334904
12/9/2020,1702 Embury Rd,Kalamazoo,MI,49008,510000,4,3.5,3465,36242,1942,79,90,42.2667083,-85.6079884
10/5/2020,1905 Fitch Ave,Kalamazoo,MI,49008,345000,3,2,1860,6534,1936,85,155,42.2683132,-85.6110408
9/10/2020,2521 Ferdon Rd,Kalamazoo,MI,49008,231000,4,2.5,2494,11761,1960,61,180,42.2656518,-85.6234836
10/21/2020,534 Liberty St,Kalamazoo,MI,49008,145000,3,1,1070,6534,1928,93,139,42.250902,-85.5909335
10/21/2020,102 Edgemoor Ave,Kalamazoo,MI,49001,175450,3,2,1760,8276,1947,74,139,42.2652027,-85.5818357
11/11/2020,125 W Maple St,Kalamazoo,MI,49001,87500,3,2,1579,5663,1906,115,118,42.2720885,-85.5840618
11/6/2020,3426 Ash St,Kalamazoo,MI,49001,125000,3,1,1024,5227,1950,71,123,42.2568663,-85.5830571
11/5/2020,3405 Winchell Ave,Kalamazoo,MI,49008,579900,4,3.5,4125,124625,1936,85,124,42.266467,-85.6315631
10/1/2020,1932 Brentwood Ave,Kalamazoo,MI,49008,155000,3,1.5,1140,6098,1923,98,159,42.2713923,-85.6039914
11/2/2020,134 E Maple St,Kalamazoo,MI,49001,70000,3,1,1192,4661,1927,94,127,42.272335,-85.5814605
9/25/2020,3031 Wellington Rd,Kalamazoo,MI,49008,185000,3,2,1175,15551,1977,44,165,42.2610708,-85.6276481
2/18/2021,24340 Front St,Mattawan,MI,49071,154000,3,1.5,1434,12197,1925,96,19,42.2082775,-85.7885458
2/4/2021,23172 60th Ave,Mattawan,MI,49071,175000,3,2,1336,22057,1955,66,33,42.2008841,-85.7769405
12/1/2020,25440 Vargas Dr,Mattawan,MI,49071,334969,3,2,1688,47916,2019,2,98,42.245078,-85.799637
1/4/2021,24464 Wren Ave,Mattawan,MI,49071,229500,4,3,2623,24394,2004,17,64,42.2418602,-85.7902488
9/18/2020,52487 South Point Dr,Mattawan,MI,49071,150000,3,2,1440,15184,2015,6,172,42.22725,-85.7920303
1/22/2021,51678 Pleasant Dr,Mattawan,MI,49071,195000,3,1.5,1344,15000,1977,44,46,42.2312771,-85.8011565
9/28/2020,24172 Brownstone Blvd,Mattawan,MI,49071,255100,3,2,1584,31363,2003,18,162,42.2388913,-85.7874265
12/16/2020,48485 Meadow Oak Trl,Mattawan,MI,49071,250000,3,2.5,2294,27462,2002,19,83,42.2430225,-85.8078401
9/11/2020,48844 Apple Ln,Mattawan,MI,49071,238700,4,2.5,2474,34848,1993,28,179,42.2417964,-85.8024037
2/26/2021,27765 60th Ave,Mattawan,MI,49071,480000,2,3.5,3079,132282,2015,6,11,42.1999434,-85.8209647
9/16/2020,26595 60th Ave,Mattawan,MI,49071,260000,4,2,2338,69696,1971,50,174,42.2001188,-85.809921
11/25/2020,25947 Trestle Creek Ave,Mattawan,MI,49071,360000,5,3.5,3504,47916,2001,20,104,42.2501561,-85.8046585
11/25/2020,22711 French Rd,Mattawan,MI,49071,176000,3,1,1008,15000,1971,50,104,42.2293857,-85.7726517
12/11/2020,22863 Blackbird Ave,Mattawan,MI,49071,258000,4,3,2706,30710,1995,26,88,42.2679918,-85.7746139
11/2/2020,25015 Silver Oaks Blvd,Mattawan,MI,49071,275000,4,2,1464,26770,2004,17,127,42.2402051,-85.7959932
1/8/2021,49197 Churchill St,Mattawan,MI,49071,270500,4,2.5,2135,28136,2005,16,60,42.2397768,-85.7979545
1/22/2021,10925 W Q Ave,Portage,MI,49071,230000,3,2,1580,151588,1978,43,46,42.1964225,-85.7642928
12/23/2020,57710 Western St,Mattawan,MI,49071,152000,3,2,1720,25042,1992,29,76,42.2090711,-85.8047385
10/16/2020,23408 County Road 375,Mattawan,MI,49071,226000,4,2,1776,78408,1988,33,144,42.2732631,-85.7803303
9/18/2020,7984 5th St,Mattawan,MI,49071,241300,3,2,1377,29621,2020,1,172,42.201317,-85.7163613
11/5/2020,8742 Pine Island Ct N,Mattawan,MI,49071,480000,5,4.5,5489,65340,2006,15,124,42.2063608,-85.7207871
9/28/2020,23393 Finch Ave,Mattawan,MI,49071,273500,4,3.5,2650,43560,2001,20,162,42.2668391,-85.7798594
9/25/2020,22685 Blue Jay Ave,Mattawan,MI,49071,252000,4,2,2350,30187,1993,28,165,42.2667367,-85.772892
9/10/2020,41447 Cardinal St,Mattawan,MI,49071,240000,4,3,2212,34412,2001,20,180,42.2683168,-85.7714303
9/14/2020,50005 Meadow Oak Trl,Mattawan,MI,49071,225000,3,2,1826,37897,2000,21,176,42.2375646,-85.8058391
10/30/2020,24358 Almena Dr,Mattawan,MI,49071,231400,4,3,2508,34848,1999,22,130,42.2716347,-85.7890278
10/2/2020,58279 Silvergrass Dr,Mattawan,MI,49071,282500,4,3.5,3081,16570,2015,6,158,42.2069805,-85.802315
10/30/2020,22189 Salisbury Dr,Mattawan,MI,49071,205000,3,1.5,1308,17424,1979,42,130,42.2546535,-85.7679061
11/25/2020,58166 Blue Stem Cir,Mattawan,MI,49071,247900,4,2.5,1830,9991,2020,1,104,42.207342,-85.804039
11/17/2020,499 Treasure Island Dr,Mattawan,MI,49071,390000,3,3,1792,14172,1988,33,112,42.2110071,-85.7219309
11/25/2020,7167 Riesling St,Mattawan,MI,49071,319000,3,2.5,2456,43560,2003,18,104,42.2128943,-85.7329716
10/16/2020,7019 Eagle Height Dr,Mattawan,MI,49071,825100,4,3.5,4000,29185,2001,20,144,42.215425,-85.7291041
1/14/2021,58163 Blue Stem Cir,Mattawan,MI,49071,254900,4,2.5,2022,10377,2020,1,54,42.207341,-85.803192
11/19/2020,49843 Wentworth Dr,Mattawan,MI,49071,320000,4,3,2632,25607,2005,16,110,42.2380613,-85.7920703
10/14/2020,45322 Winchester Cir,Mattawan,MI,49071,340000,3,3,2680,514008,1974,47,146,42.253806,-85.7701702
10/15/2020,44615 Oak Leaves Ln,Mattawan,MI,49071,195000,3,1.5,1452,42994,1979,42,145,42.2565673,-85.7870261
1/29/2021,22824 60th Ave,Mattawan,MI,49071,315000,4,3.5,2653,93003,1996,25,39,42.2008728,-85.7716506
11/3/2020,58482 Silvergrass Ave,Mattawan,MI,49071,262000,4,2.5,2393,9148,2015,6,126,42.2069805,-85.802315
12/28/2020,59567 Silvergrass Dr,Mattawan,MI,49071,248100,4,2.5,2194,453,2020,1,71,42.202246,-85.802091
9/16/2020,58642 Blue Stem Cir,Mattawan,MI,49071,219945,3,2,2060,10458,2020,1,174,42.205597,-85.803899
12/4/2020,24154 Cr 375,Mattawan,MI,49071,205000,3,1.5,1540,47480,1960,61,95,42.2719002,-85.7872605
12/4/2020,9559 W P Q Ave,Mattawan,MI,49071,410000,7,3,4450,108900,1998,23,95,42.2077686,-85.7374398
11/30/2020,22485 E Mcgillen Ave,Mattawan,MI,49071,314900,5,3,2784,324958,1993,28,99,42.2147061,-85.7693207
9/25/2020,24240 W Mcgillen Ave,Mattawan,MI,49071,185000,3,2,1792,11100,2006,15,165,42.2153375,-85.7874634
10/15/2020,22225 Salisbury Dr,Mattawan,MI,49071,189000,3,1,1478,18165,1975,46,145,42.2546498,-85.7683266
12/22/2020,22075 Indian Hl,Mattawan,MI,49071,122000,2,1,1008,20972,1984,37,77,42.2387475,-85.7666257
11/17/2020,7164 Riesling St,Mattawan,MI,49071,3.00E+05,4,3,2659,32670,2002,19,112,42.2135331,-85.7341137
2/5/2021,7823 Finnagen Dr,Mattawan,MI,49071,426000,5,3,3945,26566,2001,20,32,42.2037579,-85.7191035
1/15/2021,57760 Rumshire Dr,Mattawan,MI,49071,1.00E+05,2,1.5,1008,7700,1978,43,53,42.2087775,-85.8029989
1/25/2021,59155 Ravenna Dr,Mattawan,MI,49071,220000,3,2.5,2240,12323,2017,4,43,42.2037527,-85.7996707
11/13/2020,7641 S 3rd St,Mattawan,MI,49071,425000,4,2.5,2780,435600,1978,43,116,42.2061466,-85.7325173
1/11/2021,22873 Cherry Hill Ct,Mattawan,MI,49071,485000,6,4.5,5108,121968,1996,25,57,42.1922487,-85.7742335
1/7/2021,52187 25th St,Mattawan,MI,49071,189900,4,2.5,1515,48352,1963,58,61,42.2291135,-85.7945922
2/12/2021,25865 Fountain Trl,Mattawan,MI,49071,254900,4,2.5,1822,9817,2021,0,25,42.203868,-85.803489
11/6/2020,10200 S Ave,Mattawan,MI,49071,190000,4,1,1424,42689,1953,68,123,42.172365,-85.748621
3/5/2021,59436 Silvergrass Dr,Mattawan,MI,49071,246450,3,2,1687,10393,2019,2,4,42.20332,-85.802759
1/22/2021,10925 W Q Ave,Mattawan,MI,49071,230000,3,2,3160,151589,1978,43,46,42.1964225,-85.7642928
9/25/2020,22263 County Road 375,Mattawan,MI,49071,415000,4,3,2577,387684,2007,14,165,42.2742694,-85.7684732
10/16/2020,24589 Beacon Hill Ter,Mattawan,MI,49071,202000,3,2,1796,31799,1992,29,144,42.2536096,-85.7913097
2/24/2021,8460 Brandon Cir,Mattawan,MI,49071,510000,6,4.5,5145,40172,2000,21,13,42.1999285,-85.7154956
10/21/2020,7549 S 3rd St,Mattawan,MI,49071,302500,3,1.5,1783,435600,1974,47,139,42.2076641,-85.7355517
12/10/2020,8197 Brandon Cir,Mattawan,MI,49071,620000,5,4.5,6215,21780,2003,18,89,42.198663,-85.713027
11/30/2020,8951 S 2nd St,Mattawan,MI,49071,189000,2,1,1204,99317,1860,161,99,42.1867413,-85.7402849
11/19/2020,46291 Finch St,Mattawan,MI,49071,494000,5,3.5,4326,52272,2003,18,110,42.2509315,-85.8053589
11/25/2020,58854 Blue Stem Cir,Mattawan,MI,49071,226000,3,3,2060,10678,2020,1,104,42.204833,-85.803881
10/23/2020,39811 County Road 652,Mattawan,MI,49071,180000,2,2,980,98881,1998,23,137,42.2744387,-85.803678
11/13/2020,49562 Chase Way,Mattawan,MI,49071,248500,4,2,2456,25265,2004,17,116,42.2391202,-85.7910495
9/17/2020,24357 Wren Ave,Mattawan,MI,49071,335000,4,3,3640,26950,2006,15,173,42.2414999,-85.7891593
10/8/2020,25811 Maple St,Mattawan,MI,49071,180000,3,1,1128,30492,1985,36,152,42.230799,-85.803319
9/15/2020,25581 Pleasant Dr,Mattawan,MI,49071,176000,4,1,1620,26180,1979,42,175,42.2290336,-85.8018769
12/11/2020,1425 Odell Farm Ln,Vicksburg,MI,49097,199900,4,2.5,1994,6098,2008,13,88,42.1363,-85.5583591
10/5/2020,1402 Odell Farm Ln,Vicksburg,MI,49097,224000,4,2.5,2300,7841,2014,7,155,42.1367478,-85.5575004
12/18/2020,11659 S 30th St,Vicksburg,MI,49097,180000,3,1,1592,13068,1960,61,81,42.1480548,-85.4756857
11/17/2020,1205 Gardner Pond Ln,Vicksburg,MI,49097,207000,3,2.5,2040,7405,2016,5,112,42.1381126,-85.5545958
12/4/2020,12531 Sprinkle Rd,Vicksburg,MI,49097,248000,5,2.5,3059,103237,1971,50,95,42.1358941,-85.5247314
12/16/2020,1311 Gardner Pond Ln,Vicksburg,MI,49097,198000,3,2,1743,7795,2016,5,83,42.1381394,-85.5562846
10/16/2020,1722 Burr Pond Lane Ln,Vicksburg,MI,49097,220465,3,2,1607,4130,2020,1,144,42.141054,-85.553869
9/11/2020,3614 Kathryn St,Vicksburg,MI,49097,192500,3,3,1986,13504,1978,43,179,42.1276358,-85.5457488
1/22/2021,1181 Cooley Mill Ln,Vicksburg,MI,49097,189365,3,2,1458,354,2020,1,46,42.1425933,-85.5541343
10/7/2020,1220 Ellery Grove Ct,Vicksburg,MI,49097,205000,3,2.5,2047,6098,2009,12,153,42.1375991,-85.5552195
10/13/2020,1133 Gardner Pond Ln,Vicksburg,MI,49097,215595,4,2.5,2023,9584,2020,1,147,42.1381037,-85.5538165
9/24/2020,1313 Ellery Grove Ct,Vicksburg,MI,49097,2.00E+05,5,3.5,2430,6200,2013,8,166,42.1371537,-85.5564888
9/16/2020,12925 Bayview Dr,Vicksburg,MI,49097,245000,4,1.5,2156,23958,1975,46,174,42.1299468,-85.5367797
3/3/2021,1961 W U Ave,Schoolcraft,MI,49087,215000,4,1.5,1968,87120,1959,62,6,42.1429717,-85.6128689
1/15/2021,66 Mission Dr,Vicksburg,MI,49097,225000,4,2.5,2000,19602,1964,57,53,42.1319861,-85.5896075
1/29/2021,11491 Sprinkle Rd,Vicksburg,MI,49097,180000,2,2,1700,78408,1948,73,39,42.1514394,-85.5242486
9/28/2020,1013 Trillium Blvd,Vicksburg,MI,49097,254000,3,3,1968,12110,2002,19,162,42.1295401,-85.5511376
11/4/2020,321 S Michigan Ave,Vicksburg,MI,49097,159000,3,1.5,1375,5663,1912,109,125,42.1167182,-85.5335617
9/25/2020,14947 N Barton Lake Dr,Vicksburg,MI,49097,490000,4,2,2732,12632,1940,81,165,42.0999497,-85.5659509
2/26/2021,6025 E Z Ave,Vicksburg,MI,49097,5.00E+05,3,3,2175,821106,2018,3,11,42.0767118,-85.5087162
1/6/2021,750 Best St,Vicksburg,MI,49097,180207,3,2,1216,14375,2013,8,62,42.1110765,-85.5252746
11/13/2020,127 North St,Vicksburg,MI,49097,319900,2,2,1430,18000,2018,3,116,42.1240846,-85.5309178
11/19/2020,1184 Cooley Mill Ln,Vicksburg,MI,49097,198882,3,2,1735,6033,2020,1,110,42.142906,-85.553122
11/25/2020,1713 Burr Pond Ln,Vicksburg,MI,49097,215600,4,2.5,1830,6051,2020,1,104,42.14146,-85.553798
2/19/2021,1220 Gardner Pond Ln,Vicksburg,MI,49097,145000,2,1,1131,5976,2008,13,18,42.1385952,-85.5551185
12/28/2020,502 W Prairie St,Vicksburg,MI,49097,181000,4,2,1631,17424,1910,111,71,42.1217187,-85.5412444
9/30/2020,1108 Zachary St,Vicksburg,MI,49097,275000,5,3,3200,15246,2005,16,160,42.1303382,-85.5463722
11/3/2020,37 E Vw Ave,Vicksburg,MI,49097,213000,3,2,2556,46609,1960,61,126,42.1217174,-85.5882423
10/16/2020,1224 Gardner Pond Ln,Vicksburg,MI,49097,188000,4,2,2016,5663,2009,12,144,42.1386215,-85.5552995
10/23/2020,4237 Poplar Ln,Vicksburg,MI,49097,549900,4,3,3506,57020,1968,53,137,42.0904828,-85.5365585
2/26/2021,14579 Cb Macdonald Way,Vicksburg,MI,49097,499900,6,5.5,4225,30492,2006,15,11,42.1059147,-85.558324
10/30/2020,1193 Cooley Mill Ln,Vicksburg,MI,49097,218745,3,2,2060,11859,2020,1,130,42.140077,-85.5541
11/6/2020,1519 Ives Mill Ln,Vicksburg,MI,49097,239000,4,3,3045,7405,2012,9,123,42.1372708,-85.5537514
2/12/2021,10645 S 27th St,Vicksburg,MI,49097,227000,3,3,2184,88427,1987,34,25,42.1626546,-85.4997814
12/18/2020,14276 Cb Macdonald Way,Vicksburg,MI,49097,429900,4,2.5,2416,27007,2019,2,81,42.1096989,-85.5567696
12/30/2020,3430 E V Ave,Vicksburg,MI,49097,150000,3,1,1606,14375,1964,57,69,42.128476,-85.5460505
10/23/2020,1206 Odell Farm Ln,Vicksburg,MI,49097,2.00E+05,3,2.5,2090,7405,2007,14,137,42.1366854,-85.5545556
10/29/2020,14180 C.b.macdonald Way,Vicksburg,MI,49097,445900,4,3.5,2515,29621,2020,1,131,42.1114396,-85.5566787
10/1/2020,756 Hamilton St,Vicksburg,MI,49097,149900,2,2,1008,6970,2000,21,159,42.1112143,-85.5263407
1/28/2021,1170 Cooley Mill Ln,Vicksburg,MI,49097,219900,3,2,1735,6018,2020,1,40,42.143196,-85.554838
12/9/2020,515 State St,Vicksburg,MI,49097,142000,2,1,1008,8712,1980,41,90,42.1210737,-85.5256366
9/11/2020,5313 E S Ave,Vicksburg,MI,49097,159900,2,1,1034,51400,1960,61,179,42.1722417,-85.5239066
1/20/2021,1225 Gardner Pond Ln,Vicksburg,MI,49097,220000,3,2.5,2060,7841,2015,6,48,42.1380729,-85.5555
9/11/2020,1647 Harper Grove Lane Ln,Vicksburg,MI,49097,232000,4,3.5,2300,11000,2012,9,179,42.140338,-85.5503736
9/14/2020,15714 Poplar Ln,Vicksburg,MI,49097,355000,4,2,2580,48787,1962,59,176,42.0892331,-85.5361563
10/9/2020,5593 E Tu Ave,Vicksburg,MI,49097,296000,3,2,2100,435600,1979,42,151,42.1528404,-85.5177851
9/24/2020,10825 S 34th St,Vicksburg,MI,49097,199900,3,1,1829,108900,1986,35,166,42.1603957,-85.4308273
2/5/2021,1300 Odell Farm Ln,Vicksburg,MI,49097,189900,3,2,1685,7841,2007,14,32,42.1367044,-85.5560433
11/29/2020,1190 Cooley Mill Ln,Vicksburg,MI,49097,201865,3,2,2060,6034,2020,1,100,42.1425933,-85.5541343
12/17/2020,7714 E V Ave,Vicksburg,MI,49097,260000,4,3.5,2577,1524600,2003,18,82,42.128194,-85.47215
9/18/2020,13329 S 32nd St,Vicksburg,MI,49097,165000,3,2,1562,131116,2011,10,172,42.1251064,-85.4506727
11/11/2020,12598 S 36th St,Vicksburg,MI,49097,167100,3,1,966,734857,1975,46,118,42.135188,-85.4145536
10/15/2020,1640 Ives Mill Ln,Vicksburg,MI,49097,195000,3,2,1458,6730,2019,2,145,42.139994,-85.5543281
10/19/2020,1644 Harper Grove Ln,Vicksburg,MI,49097,203000,3,2.5,2040,12632,2012,9,141,42.1402489,-85.5510572
2/26/2021,1719 Burr Pond Ln,Vicksburg,MI,49097,269235,5,3.5,2818,5385,2020,1,11,42.141407,-85.553692
12/30/2020,13300 Park West Blvd,Vicksburg,MI,49097,215000,3,2,1342,1524600,2001,20,69,42.1242883,-85.5613306
12/21/2020,13782 36th St S,Vicksburg,MI,49097,164900,3,1,1008,135036,1998,23,78,42.118377,-85.4122647
12/18/2020,520 Rose St,Vicksburg,MI,49097,149900,3,1,1200,9240,1965,56,81,42.1232965,-85.5253148
12/14/2020,1722 Grovenberg Ct,Vicksburg,MI,49097,209900,4,2.5,2622,7405,2011,10,85,42.1417838,-85.5508963
12/30/2020,169 N Kalamazoo St,Vicksburg,MI,49097,145000,2,1,1551,20473,1880,141,69,42.122467,-85.531378
1/29/2021,8514 E Yz Ave,Vicksburg,MI,49097,204000,3,2,1945,172933,1951,70,39,42.0765258,-85.4590373
12/15/2020,8100 E Yz Ave,Vicksburg,MI,49097,4.00E+05,3,4,4000,217800,1968,53,84,42.0776146,-85.4680794
11/6/2020,10600 S 33rd St,Vicksburg,MI,49097,226300,3,2.5,1910,174240,1977,44,123,42.1637302,-85.4474093
10/28/2020,13841 S 28th St,Vicksburg,MI,49097,306000,3,4,2100,130680,2004,17,132,42.1165608,-85.4895566
12/10/2020,1112 Gardner Pond Ln,Vicksburg,MI,49097,260500,4,2.5,3453,13000,2008,13,89,42.1385896,-85.5524847
1/26/2021,1734 Burr Pond Ln,Vicksburg,MI,49097,189245,3,2,1458,354,2020,1,42,42.141221,-85.554089
#N/A,1623 Ives Mill Ln,Vicksburg,MI,49097,240000,5,3.5,2366,8700,2019,2,NA,42.1391721,-85.5538755
2/10/2021,901 Anderson Dr,Vicksburg,MI,49097,2.00E+05,3,2.5,1800,9147,2006,15,27,42.1344187,-85.5477596
2/3/2021,1319 Odell Farm Ln,Vicksburg,MI,49097,177000,4,3,2136,6300,2008,13,34,42.1362747,-85.5568877
12/31/2020,1742 Burr Pond Ln,Vicksburg,MI,49097,221005,3,2.5,1517,8582,2020,1,68,42.142119,-85.554357
1/15/2021,1012 Odell Farm Ln,Vicksburg,MI,49097,215000,3,2.5,2047,6969,2010,11,53,42.1366904,-85.5511979
11/19/2020,1635 Harper Grove Ln,Vicksburg,MI,49097,210000,4,2.5,2300,6970,2012,9,110,42.1397955,-85.5502931
10/30/2020,13787 S 28th St,Vicksburg,MI,49097,584500,4,3,4654,131987,2006,15,130,42.1177171,-85.4895566
10/15/2020,6700 Hayward Dr,Vicksburg,MI,49097,570000,4,3.5,3753,17424,1990,31,145,42.1374936,-85.4963964
2/10/2021,901 Anderson Dr,Vicksburg,MI,49097,2.00E+05,3,2.5,1800,9148,2006,15,27,42.134409,-85.547751
1/13/2021,1725 Burr Pond Ln,Vicksburg,MI,49097,220675,3,2.5,1517,7222,2020,1,55,42.141935,-85.553678
12/31/2020,4384 Peninsular Dr,Vicksburg,MI,49097,272900,5,2,2300,13939,1979,42,68,42.1317262,-85.5349696
2/25/2021,5111 E S Ave,Vicksburg,MI,49097,110000,2,2,1272,12632,1993,28,12,42.1723031,-85.5284528
1/11/2021,210 S Main St,Vicksburg,MI,49097,119900,3,2,1300,5227,1910,111,57,42.1183042,-85.532717
10/23/2020,1405 Gardner Pond Ln,Vicksburg,MI,49097,220000,3,2,2060,5889,2017,4,137,42.1381185,-85.5577132
12/28/2020,1677 Burr Pond Ln,Vicksburg,MI,49097,225000,4,2.5,1822,6447,2020,1,71,42.141097,-85.553466
3/5/2021,16166 S 24th St,Vicksburg,MI,49097,350000,4,2.5,2370,71874,1880,141,4,42.0823691,-85.5298772
10/14/2020,16389 S 24th St,Vicksburg,MI,49097,165000,3,1.5,1560,20038,1957,64,146,42.079484,-85.5289356
10/12/2020,1414 Odell Farm Ln,Vicksburg,MI,49097,206000,4,2.5,2564,5874,2008,13,148,42.1367267,-85.5581141
9/28/2020,1624 Ives Mill Ln,Vicksburg,MI,49097,220000,3,2.5,1576,6475,2019,2,162,42.139359,-85.5543141
9/28/2020,13623 E Tremblay Dr,Vicksburg,MI,49097,143000,3,1.5,1330,15682,1960,61,162,42.1196017,-85.5617326
9/21/2020,1232 Ellery Grove Ct,Vicksburg,MI,49097,215000,4,2.5,2170,6098,2012,9,169,42.1376773,-85.5557599
9/28/2020,1198 Cooley Mill Ln,Vicksburg,MI,49097,280515,3,2,1687,9015,2020,1,162,42.1425933,-85.5541343
9/28/2020,12926 S 18th St,Vicksburg,MI,49097,133500,3,1,1032,11326,1955,66,162,42.1293024,-85.5889645
9/18/2020,108 W Maple St,Vicksburg,MI,49097,160000,3,1.5,2121,7841,1904,117,172,42.1178495,-85.5329181
11/6/2020,11750 S 30th St,Vicksburg,MI,49097,226000,3,2,1427,43560,1997,24,123,42.1474749,-85.4766119
9/18/2020,115 E Xy Ave,Vicksburg,MI,49097,155000,3,2,1352,131987,1992,29,172,42.0924339,-85.5865936
10/20/2020,246 E Xy Ave,Vicksburg,MI,49097,216500,3,2,2040,62291,2012,9,140,42.0914899,-85.5851067
11/9/2020,9659 S 2nd St,Mattawan,MI,49071,205000,3,2,1216,263974,1900,121,120,42.1771193,-85.7380957
11/6/2020,8701 W W Ave,Schoolcraft,MI,49087,310000,4,3,3535,261360,1978,43,123,42.1121786,-85.7191423
11/9/2020,9150 Alidor Rd,Schoolcraft,MI,49087,160000,3,1,1500,14810,1960,61,120,42.184523,-85.6522576
9/30/2020,16413 Prairie Brook Rd,Schoolcraft,MI,49087,265000,4,3,2622,13504,1996,25,160,42.0787158,-85.6579361
12/2/2020,22101 80th Ave,Schoolcraft,MI,49087,205000,3,1,1260,217800,1920,101,97,42.1271554,-85.7648898
10/30/2020,6778 W Xy Ave,Schoolcraft,MI,49087,171000,3,2,1815,217800,1930,91,130,42.0928778,-85.6809927
10/8/2020,16007 Prairie Ronde Rd,Schoolcraft,MI,49087,280000,4,2.5,3245,30056,1992,29,152,42.0847299,-85.6608061
1/27/2021,611 Ashery Dr,Schoolcraft,MI,49087,249000,4,2,2060,12197,1972,49,41,42.1132814,-85.6449121
3/2/2021,532 West St,Schoolcraft,MI,49087,213000,3,2,1740,14810,1968,53,7,42.121286,-85.6409917
